,Image_id,Text,label_list,object_list
705,07219.png,"a gorilla dreaming
that she was kim burrell
","['Vertebrate', 'Mammal', 'Primate', 'Terrestrial animal', 'Snout', 'Adaptation', 'Grass', 'Organism', 'Zoo', 'Photo caption']",['Animal']
706,07234.png,"that's enough
facebook for today
this sammich isnt go
ingtomake iseli
","['Eyewear', 'Cool', 'Suit', 'Glasses', 'Outerwear', 'Font', 'Photo caption', 'Photography', 'Formal wear', 'Tie']","['Glasses', 'Scarf', 'Person', 'Person', 'Bowtie', 'Top']"
707,07236.png,"when you realize
that ""ginger""
is just the n-word,
rearranged
","['Eyewear', 'Face', 'Hair', 'Glasses', 'Eyebrow', 'Chin', 'Skin', 'Smile', 'Vision care', 'Forehead']","['Glasses', 'Person', 'Clothing']"
708,07238.png,"uh oh, guess what
day it is
trump day
","['Vertebrate', 'Camel', 'Mammal', 'Camelid', 'Snout', 'Photo caption', 'Nose', 'Arabian camel', 'Adaptation', 'Livestock']",['Camel']
709,07239.png,"a head diaper
is required
when you have
shit for brains
","['Eyewear', 'Glasses', 'Photo caption', 'Poster', 'Font', 'Internet meme', 'Photography', 'Vision care', 'Jaw', 'Advertising']","['Tie', 'Glasses', 'Person', 'Shirt']"
710,07241.png,"iwarms my beartseetng lathers
spending time woth their kids
","['White', 'Ghost', 'Outerwear', 'Font', 'Photography', 'Fictional character', 'Photo caption', 'Black-and-white', 'Costume']",['Dress']
711,07248.png,"it is dišgusting to laugh
atgender dysphoria
","['Fun', 'Public event', 'Block party', 'Festival', 'Parade', 'Event', 'Crowd', 'Spring break', 'Photography', 'Photo caption']","['Person', 'Person', 'Shorts', 'Person', 'Person', 'Person', 'Swimwear']"
712,07249.png,"obama throws
first pitch at
an all-star game
","['Photo caption', 'Football player', 'Font', 'Player', 'Photography', 'Competition event', 'Coach', 'Team']","['Person', 'Outerwear', 'Jeans']"
713,07254.png,"muslims believe that if they get killed by a woman,
they go straight to hell
well ladies, it's time to lock
and load
","['Eyewear', 'Photo caption', 'Cool', 'Photography', 'Music artist', 'Sunglasses', 'Glasses', 'Talent show', 'Media', 'Team']","['Watch', 'Person', 'Sunglasses', 'Glasses', 'Top']"
714,07258.png,"some crazy rez
girls be like:
""if you ever leave me, ill punch
myself in the face and tell cops
you did it""
","['Photo caption', 'Internet meme', 'Cool', 'Fun', 'Photography', 'Happy', 'Gesture']","['Person', 'Person', 'Hat', 'Scarf']"
715,07259.png,"come here girl
S
let me smell yo.
butt
","['Dog', 'Canidae', 'Vehicle door', 'Snout', 'Dog breed', 'Vehicle', 'Mode of transport', 'Carnivore', 'Photo caption', 'Car']","['Dog', 'Car', 'Sunglasses', 'Window', 'Glasses', 'Luggage & bags']"
716,07261.png,"so you are telling me
american gypsies are
just white trash
","['Photo caption', 'Human', 'Photography', 'Font', 'Hand', 'Finger', 'Organism', 'Internet meme', 'Gesture', 'Thumb']","['Packaged goods', 'Person']"
717,07265.png,"muslim terror attacks
are more frequent wihite terror attacks
are more efficient
","['Bird', 'Puffin', 'Vertebrate', 'Beak', 'Atlantic puffin', 'Seabird', 'Photo caption', 'Adaptation', 'Organism', 'Wildlife']",['Bird']
718,07268.png,"middle eastern prostitute
","['Leg', 'Human leg', 'Thigh', 'Fashion', 'Footwear', 'Waist', 'Human body', 'Shorts', 'Vehicle', 'Shoe']","['Pants', 'Shoe', 'Person', 'Footwear', 'Tire', 'Shoe', 'Shorts', 'Person', 'Shoe', 'Top']"
719,07269.png,"this salad is so fresh
it had to live with its
aunty and uncle in bel air
","['Chef', 'Cook', 'Food', 'Dish', 'Cuisine', 'Cooking', 'Cooking show', 'Restaurant', 'Meal', 'Culinary art']","['Person', 'Food', 'Food', 'Food']"
720,07285.png,"shame on you fork
Kitchenware
tongued deuils
VECTOR
","['Text', 'Font', 'Line art', 'Design']","['Tableware', 'Tableware']"
721,07286.png,"hiltler eating a meal
with his family
","['Photo caption', 'Font', 'Human', 'Photography', 'Poster', 'Movie', 'Fictional character']","['Hat', 'Person', 'Person']"
722,07291.png,"it's a piece of cake
if she's not awake
","['Forehead', 'Photo caption', 'Internet meme', 'Smile']","['Tie', 'Person', 'Shirt']"
723,07293.png,"anyone that says white
people can't jump
obviosly hasin't
seen the 9/11footage
white people cântjump
","['Photo caption', 'Fictional character']","['Animal', 'Animal', 'Animal']"
724,07294.png,"bruder you killed me
so the jew could control your media
so the jews could control your banks
so the jews control you money
so the jews could control your government
so your children could die for išrael
so foreigners could destroy your cities
so foreigners could run your civil and public services
so you become a prisoner in your own homes
so your people and race are lost forever
","['Helmet', 'Text', 'Adaptation', 'Photo caption', 'Personal protective equipment', 'Snout', 'Organism', 'Headgear', 'Font', 'Photography']",['Hat']
725,07312.png,"yeah bitches
totalinarism
is a sham
","['Text', 'Forehead', 'Photo caption', 'Photography', 'White-collar worker']","['Person', 'Person', 'Tie', 'Pillow', 'Clothing', 'Glasses', 'Pillow']"
726,07314.png,"spending alot of time with your pets
","['Dog breed', 'Dog', 'Canidae', 'Companion dog', 'Golden retriever', 'Carnivore', 'Sporting Group', 'Fun', 'Room', 'Floor']","['Person', 'Shoe', 'Dog', 'Couch', 'Footwear', 'Shoe', 'Shoe', 'Footwear', 'Top', 'Person']"
727,07318.png,"you say i'm racist
because i don't want
«USA
illegals here?
OPEN
OPEN
U
OPEN
i have some news for you.
""illegal"" isn'tarace, morons
","['Spokesperson', 'Forehead', 'Photo caption', 'Media', 'Gesture', 'News', 'Speech']","['Tie', 'Person', 'Suit']"
728,07319.png,"musslamic democrat, ilhan omar,
has threatened members of congress.
she's told several republicans that she'll
send them ""shawarma"", to ""give them a taste of
her culture"" share to say arrest her now!
","['Junk food', 'Fast food', 'Eating', 'Food', 'Photo caption', 'Street food', 'Dish', 'Cuisine', 'Finger food', 'Meal']","['Person', 'Food', 'Food', 'Packaged goods']"
729,07325.png,"butineed you *
","['Flag of the united states', 'Official', 'Photography', 'Gesture', 'Veterans day', 'Photo caption', 'Flag', 'Thumb', 'Holiday']","['Bowtie', 'Hat', 'Person', 'Tie']"
730,07345.png,"fuck ba
anks
| and all their fees
","['Album cover', 'Poster', 'Photo caption', 'Font', 'Photography']","['Hat', 'Person', 'Person']"
731,07351.png,"""plays uno
00
steals all the green cards""
","['Games', 'Card game', 'Gambling', 'Text', 'Poker', 'Recreation', 'Font']",['Toy']
732,07354.png,"is there anything more beautiful
than the islamic call to prayer?
","['Text', 'Photo caption', 'Font', 'Fun', 'Adaptation', 'Photography']","['Person', 'Top']"
733,07356.png,"my husband told me to make him a sandwich
i need a good comeback
i would come back with a sandwich
","['Food', 'Dish', 'Cuisine', 'Breakfast sandwich', 'Ingredient', 'Sandwich', 'Lettuce', 'Fast food', 'Junk food', 'Blt']","['Food', 'Food']"
734,07382.png,"LIEBIG COMPANY'S FLEISCH-EXTRACT.
wouldn't be the last time those people used the oven this way
Hänsel und Gretel. N95. Hexe, mag sie noch so schrei'n,
Jn den Ofen muss hinein.
600
","['Cartoon', 'Illustration', 'Hearth', 'Art', 'Shed', 'Building']","['Packaged goods', 'Person']"
735,07385.png,"fi said glass of juice
not gas the jews
","['Photograph', 'Font', 'Photo caption', 'Photography', 'Movie', 'Black-and-white', 'Fictional character']",['Person']
736,07389.png,"will you tell the cat
bullying is
not okay?
","['Pug', 'Dog', 'Canidae', 'Mammal', 'Dog breed', 'Snout', 'Companion dog', 'Carnivore', 'Puppy', 'Puppy love']","['Dog', 'Hat']"
737,07391.png,"KE
RACISTS
AFRAID,
AGAIN
I'm not raçist, but.
racist memes are allowed, right?
","['People', 'Protest', 'Rebellion', 'Event', 'Crowd', 'Public event', 'Photo caption', 'Demonstration', 'Social work', 'Job']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Hat', 'Clothing']"
738,07392.png,"once you go black
ur a single mom!
","['People', 'Facial expression', 'Photo caption', 'Smile', 'Friendship', 'Adaptation', 'Photography', 'Happy', 'Human', 'Child']","['Person', 'Person', 'Top', 'Clothing', 'Clothing', 'Shirt', 'Top']"
739,07396.png,"this projectis tough but it will savē the world
","['Photograph', 'Photography', 'Black-and-white', 'Art']","['Wheel', 'Animal', 'Person']"
740,07412.png,"white trash nation
PASADEN
TEARS
PMOY-9
so0 ZrO191 d
06MAY93
LOS ANGELES
Anna Nicole Smith
Photo: O Laurence Cottrell / Liaison Agency
","['White', 'Clothing', 'Dress', 'Leg', 'Muscle', 'Photography', 'Neck', 'Waist', 'Photo shoot', 'Model']","['Person', 'Clothing']"
741,07413.png,"hello! may i please
speak with,jesus?
cause these folks gonna make me break
at least 4 of the ten commandments.
","['Animation', 'Photo caption', 'Organism', 'Adaptation', 'Internet meme', 'Fictional character', 'Font', 'Photography', 'Media', 'Plant']","['Animal', 'Toy']"
742,07419.png,"on this day, the 25th of march, 1920,
the black and tans arrive in ireland.
...
they are givena warm welcome
","['Adaptation', 'Photo caption', 'Soldier', 'Photography', 'Games']","['Person', 'Hat', 'Person', 'Hat']"
743,07429.png,"Dm about to have my 5th abortion
fuck you batman
im the real crime fighter
","['Facial expression', 'Text', 'Comfort', 'Photo caption', 'Furniture', 'Fun', 'Friendship', 'Mattress', 'Smile', 'Photography']","['Brassiere', 'Pillow', 'Person', 'Person', 'Pillow', 'Bed']"
744,07431.png,"leave no dog behind
","['Canidae', 'Atmospheric phenomenon', 'Dog', 'Dog breed', 'Fun', 'Friendship', 'Photo caption', 'Companion dog', 'Guard dog', 'Happy']","['Shorts', 'Person', 'Person', 'Dog', 'Animal', 'Clothing']"
745,07436.png,"if the government says,
""you don't need a gun""
you need a gun!
","['Horse', 'Bridle', 'Rein', 'Animal sports', 'Saddle', 'Rodeo', 'Horse trainer', 'Pack animal', 'Western riding', 'Recreation']","['Horse', 'Person', 'Person', 'Clothing']"
746,07438.png,"how women win an argument
MSUIT 2007THE MUSIC 6SUE
Beyonce
","['Beauty', 'Event', 'Fashion', 'Competition', 'Long hair', 'Photography', 'Formal wear', 'Little black dress', 'Smile', 'Style']","['Person', 'Person', 'Person', 'Person', 'Dress', 'Dress', 'Person', 'Dress', 'Packaged goods', 'Dress']"
747,07451.png,"actors costunſed in the full regalia of the kkk-
","['Team', 'Crew']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Hat', 'Person']"
748,07452.png,"germany builds the first jet
but couldn't make a steel door fora gas chamber
expose the lie
","['Airplane', 'Aircraft', 'Aviation', 'Vehicle', 'Military aircraft', 'Propeller-driven aircraft', 'Flight', 'Air force', 'Fighter aircraft', 'Propeller']","['Airplane', 'Airplane', 'Airplane', 'Airplane', 'Airplane', 'Airplane']"
749,07456.png,"domestic violence 2017
wihatlevel you on now?
this chicken is cold bitch!
","['Arm', 'Hand', 'Photography', 'Photo caption', 'Gesture']","['Person', 'Person', 'Hat', 'Person', 'Person', 'Pants', 'Person', 'Necklace', 'Pants', 'Top']"
750,07458.png,"transgender satan-is not amused
","['Chin', 'Forehead', 'Human', 'Photo caption', 'Adaptation', 'Photography', 'Glasses', 'Smile', 'Media', 'Physicist']","['Glasses', 'Person', 'Necklace']"
751,07463.png,"meanwhile
at the isis strip club
","['People', 'Facial expression', 'Friendship', 'Smile', 'Human', 'Adaptation', 'Font', 'Team', 'Headgear', 'Happy']","['Hat', 'Hat', 'Person', 'Person', 'Animal', 'Animal', 'Animal', 'Pillow']"
752,07465.png,"until you give the white
man back his god,
ANN
everything i post is
going to offend you,
FE
","['Photo caption', 'Font', 'Arm', 'Photography', 'Muscle', 'Internet meme', 'T-shirt', 'Media']","['Person', 'Top', 'Person', 'Pants']"
753,07469.png,"where is the criminal?
","['Arm', 'Shoulder', 'Joint', 'Muscle', 'Krav maga', 'Shooting', 'Shooting sport', 'Elbow', 'Practical shooting']","['Person', 'Top']"
754,07481.png,"when you see your
goat with another man
","['Wildlife', 'Terrestrial animal', 'Grassland', 'Pasture', 'Reindeer', 'Horn', 'Nature reserve', 'Meadow', 'Waterbuck', 'Adaptation']","['Antelope', 'Deer', 'Animal', 'Animal', 'Deer', 'Animal']"
755,07486.png,"what's the difference between a walrus and a lesbian?
one smells like ish and has a moustache and the otheris a walrus!
","['Friendship', 'Photo caption', 'Romance', 'Interaction', 'Photography', 'Love', 'Happy', 'Dress', 'Wedding dress', 'Font']","['Person', 'Person', 'Person', 'Dress']"
756,07496.png,"this muslim guy
iş in heaven
","['Facial hair', 'Human', 'Beard', 'Hand', 'Flesh', 'Photography', 'Photo caption', 'Baby', 'Sitting', 'Child']","['Person', 'Scarf', 'Person']"
757,07516.png,"teacher: alright class take out
your calculators
mohammed:
0003
","['Product', 'Font', 'Auto part']","['Packaged goods', 'Clothing']"
758,07521.png,"turns out out they were expecting something
very different went gay clubbing with some friends
","['Barechested', 'Muscle', 'Arm', 'Standing', 'Bodybuilder', 'Chest', 'Abdomen', 'Bodybuilding', 'Shoulder', 'Human body']","['Hat', 'Jeans', 'Pants', 'Person', 'Racket']"
759,07523.png,"man caught having sex
with a feministat the beach
","['Recreation', 'Fun', 'Leisure', 'Vacation', 'Games', 'Photography', 'Swimming', 'Photo caption', 'Vehicle', 'Happy']",['Person']
760,07528.png,"the latest and greatest.
a truck that comes with a dishwasher!
","['Motor vehicle', 'Vehicle door', 'Transport', 'Mode of transport', 'Vehicle', 'Photo caption', 'Car', 'Car seat', 'Advertising', 'Automotive exterior']","['Person', 'Top', 'Person']"
761,07539.png,"redneck word of the day: twerk
imma have a few beers befiore i get
back twerk
","['Photo caption', 'Photography', 'Internet meme', 'Cool', 'Poster', 'Album cover', 'Drink', 'Alcohol', 'Movie']","['Hat', 'Person', 'Glasses', 'Packaged goods']"
762,07562.png,"rest in peace
","['Mammal', 'Bovine', 'Calf', 'Dairy cow', 'Nose', 'Livestock', 'Cow-goat family', 'Snout', 'Organism', 'Photo caption']",['Cattle']
763,07582.png,"when you're not only the gay friend
but also have the sickest memes
","['Emoticon', 'Face', 'Facial expression', 'Smile', 'Text', 'Eye', 'Cartoon', 'Green', 'Smiley', 'Line']",['Packaged goods']
764,07591.png,"democrats claim daca kids
shouldn'tt have to pay for
their parent's crimes.
but white people are
still responsible for 17th
century slave owners??
","['Hair', 'Facial expression', 'Text', 'Font', 'Blond', 'Human', 'Photo caption', 'Smile', 'Photography', 'Hair coloring']","['Dress', 'Person']"
765,07592.png,"justin come here
the
chevy fággots are mad again.
","['Job', 'Community', 'Learning', 'Technology', 'Real estate', 'Electronic device', 'Photo caption', 'Desk', 'Home', 'Furniture']","['Laptop', 'Person', 'Glasses', 'Tableware', 'Table top', 'Table top', 'Tableware', 'Picture frame', 'Table', 'Clothing']"
766,07594.png,"if you think it's okay for
iran to have nukes, but
not okay for law abiding
americans tó have guns
you might be a dumbass
","['Photo caption', 'Font', 'Internet meme', 'Media', 'Photography', 'Suit', 'White-collar worker', 'Movie', 'Job', 'Advertising']","['Person', 'Belt', 'Tie', 'Jeans', 'Microphone']"
767,07596.png,"the face you make when one of those damn apes cancels your show
","['Snout', 'Human', 'Photo caption', 'Organism', 'Font', 'Adaptation', 'Common chimpanzee', 'Photography', 'Primate', 'Fictional character']",['Animal']
768,07612.png,"what is that wonderful smell?
itsmells like.
Caramel oh, odaywe burnt the diabeics
","['Poster', 'Team', 'Crew', 'Photo caption']","['Person', 'Person', 'Clothing', 'Hat', 'Clothing', 'Hat', 'Person', 'Clothing', 'Clothing', 'Hat']"
769,07615.png,"i put the ape
in rape
","['Orangutan', 'Vertebrate', 'Mammal', 'Primate', 'Terrestrial animal', 'Organism', 'Adaptation', 'Snout', 'Human', 'Wildlife']",[]
770,07618.png,"protesting death to the middle east
","['Facial expression', 'Facial hair', 'People', 'Beard', 'Photo caption', 'Smile', 'Moustache', 'Human', 'Laugh', 'Fun']","['Person', 'Person', 'Hat', 'Person', 'Person', 'Hat', 'Person', 'Hat', 'Person', 'Clothing']"
771,07623.png,"a handful of rich people
should not run the country
DON
ED
VE T
a handful of politicians should
HI
","['Photo caption', 'Spokesperson', 'Businessperson', 'Media', 'Event', 'Speech', 'Job', 'Gesture', 'News']","['Tie', 'Glasses', 'Person', 'Microphone']"
772,07628.png,"when you tell your islamie triend, you cannot go on the same plane as them.
all right then, keep your life
","['Clothing', 'Facial hair', 'Beanie', 'Knit cap', 'Beard', 'Turban', 'Dastar', 'Headgear', 'Moustache', 'Cap']","['Hat', 'Person', 'Clothing']"
773,07632.png,"when someone makes eye
contact with yOu while
you're doing cardio
look away!
","['Face', 'Facial expression', 'Internet meme', 'Photo caption', 'Mouth', 'Nose', 'Forehead', 'Tongue', 'Photography', 'Smile']","['Person', 'Glasses', 'Clothing']"
774,07634.png,"talking about animal rights is fun
","['People', 'Macaque', 'Crowd', 'Human', 'Primate', 'Adaptation', 'Photography', 'Photo caption', 'Rhesus macaque', 'Fur']","['Animal', 'Person', 'Person', 'Animal', 'Person', 'Animal', 'Person', 'Animal', 'Animal', 'Clothing']"
775,07645.png,"dem rep calls trump supporters
'just plain dumb' & 'racist' in
letter on house floor.
what's your response?
216
SIVEIOW S
HOUSE DEMOATS
","['Speech', 'Spokesperson', 'Sky', 'Public speaking', 'Photo caption', 'News']","['Glasses', 'Person', 'Outerwear', 'Necklace', 'Clothing']"
776,07649.png,"I see no
ditference
","['Vacuum cleaner', 'Household cleaning supply', 'Machine', 'Handheld power drill', 'Home appliance', 'Tool', 'Impact wrench']","['Home appliance', 'Home appliance']"
777,07651.png,"how you gotta
treat girls with smart mouths
","['Photography', 'Photo caption', 'Sitting']","['Footwear', 'Person', 'Footwear', 'Clothing', 'Clothing', 'Furniture', 'Person', 'Pants', 'Person']"
778,07652.png,"ban the burka
you must be fucking joking
","['Text', 'Photo caption', 'Nose', 'Mouth', 'Cheek', 'Forehead', 'Organism', 'Lip', 'Human', 'Photography']",['Person']
779,07653.png,"in the last days there will be god hating
scoffers, ridiculers, deniers and mockers
following after their own lusts
","['Fun', 'Youth', 'Dancer', 'Cool', 'Event', 'Happy', 'Leisure', 'Stage', 'Performance', 'Festival']","['Hat', 'Person', 'Person', 'Clothing', 'Top']"
780,07658.png,"i was asked who my favourite
X-men character was apparently
my answer was inappropriate
","['People', 'Product', 'Internet meme', 'Photo caption', 'Photography', 'Team', 'Costume', 'Party', 'Style', 'Crowd']","['Person', 'Person', 'Belt', 'Scarf', 'Person', 'Person', 'Person', 'Person']"
781,07659.png,"latinos will do anything
IMMIGRATION
LAW
SOURCEBOOK
Tivelfih Edinion
to get into trump's america
KUR
","['Green', 'Font', 'Text', 'Product', 'Brand', 'Logo', 'Design', 'Advertising', 'Graphics', 'Display advertising']","['Packaged goods', 'Packaged goods']"
782,07685.png,"when i finally snap and actually kill myself
after years of saying ""i wanna die""
my friends:
you dilit you crazyson ofa biteh, you did it
","['Tie', 'Bow tie', 'Eyewear', 'Glasses', 'Forehead', 'Photo caption', 'Internet meme', 'Photography', 'Smile']","['Tie', 'Glasses', 'Person']"
783,07689.png,"man: i'd like to tradeierin.for newer one
","['Land vehicle', 'Vehicle', 'Car', 'Hatchback', 'Bumper', 'Fiat uno', 'City car', 'Supermini', 'Automotive wheel system', 'Automotive exterior']","['Wheel', 'Wheel', 'Car']"
784,07692.png,"hurry up son, the owner is
coming
","['Cycling', 'Vehicle', 'Bicycle', 'Recreation', 'Bicycles--Equipment and supplies', 'Bicycle accessory', 'Wheel', 'Child', 'Sports equipment']","['Shoe', 'Tire', 'Person', 'Helmet', 'Person', 'Person', 'Kid bike', 'Tire', 'Footwear', 'Hat']"
785,07693.png,"marokko speed dating
","['Wildlife', 'Adaptation', 'Photography', 'Working animal', 'Cow-goat family', 'Fawn', 'Bovine']","['Hat', 'Person', 'Animal', 'Racket']"
786,07694.png,"ifi had a gone
i could convert this fruitto vegetable
","['Face', 'People', 'Head', 'Community', 'Smile', 'Organ', 'Eye', 'Half marathon', 'Recreation', 'Running']","['Person', 'Person', 'Person', 'Person', 'Person', 'Sunglasses', 'Clothing', 'Luggage & bags']"
787,07698.png,"go ahead, call the cops see who cums first
","['Vertebrate', 'Three-toed sloth', 'Sloth', 'Two-toed sloth', 'Terrestrial animal', 'Adaptation', 'Organism', 'Wildlife', 'Photo caption']",['Animal']
788,07824.png,"it's hump day!! oh fuck!!!
","['Human', 'Hand', 'Fun', 'Adaptation', 'Photography', 'Happy', 'Arabian camel', 'Gesture', 'Photo caption']","['Person', 'Top', 'Person', 'Luggage & bags', 'Luggage & bags', 'Glasses']"
789,07825.png,"men and women are
sacrificing their lives doing this
so that we can live peaciully
in the comfort of our homes.
","['Photo caption', 'Fictional character', 'Photography', 'Geological phenomenon', 'Games']","['Person', 'Person', 'Hat', 'Luggage & bags']"
790,07826.png,"any time you have to rely
upon your enemy for a job
youtre in bad shape!
","['Text', 'White-collar worker', 'Suit', 'Businessperson', 'Business', 'Font', 'Job', 'Recruiter', 'Photography', 'Photo caption']","['Tie', 'Person']"
791,07834.png,"guess whose house
wasn't raided
by the fbi?
","['Facial expression', 'Internet meme', 'Photo caption', 'Human', 'Media', 'Mouth', 'Photography']","['Person', 'Flag']"
792,07836.png,"hi hacker bro
we åre muslim brotherhood
","['People', 'Crowd', 'Product', 'Audience', 'Community', 'Event', 'Fan', 'Human', 'Photo caption', 'Font']","['Hat', 'Person', 'Hat', 'Hat', 'Person', 'Person', 'Person', 'Hat', 'Person', 'Hat']"
793,07839.png,"dont fuck with me.
my husband is married
to vladimir putin
","['Hair', 'Face', 'Facial expression', 'Skin', 'Photo caption', 'Beauty', 'Eyebrow', 'Chin', 'Nose', 'Cheek']","['Person', 'Clothing']"
794,07849.png,"sorry
white guys
but i only date
black guys
","['Hair', 'Internet meme', 'Photo caption', 'Nose', 'Forehead', 'Human', 'Photography', 'Media', 'Book cover', 'Surfer hair']","['Person', 'Clothing']"
795,07851.png,"feeling fresh for picture day
","['Turban', 'Clothing', 'Dastar', 'Headgear', 'Smile', 'Sleeve']","['Hat', 'Hat', 'Person', 'Person']"
796,07852.png,"old people at weddings
always poke me and say
""you're next.""
So, i started doing
the same thing to
them at funerals
","['Text', 'Facial expression', 'Child', 'Photo caption', 'Toddler', 'Human', 'Smile', 'Font', 'Happy', 'Photography']","['Person', 'Clothing']"
797,07853.png,"9/11 gets a mouring day
while gay get a ""pride"" month
because homosexuality
is a bigger tragedy
","['Dog', 'Mammal', 'Vertebrate', 'Canidae', 'Dog breed', 'Golden retriever', 'Carnivore', 'Retriever', 'Sporting Group', 'Companion dog']",['Dog']
798,07865.png,"a real man.
loads the dishwasher every night!
","['Photo caption', 'Leg', 'Muscle', 'Photography', 'Mouth', 'Hand', 'Finger', 'Thigh', 'Flesh', 'Romance']","['Person', 'Swimwear', 'Person']"
799,07893.png,"wax figure
reconstruction
of anne frank
","['Eyebrow', 'Internet meme', 'Photo caption', 'Smile', 'Forehead', 'Media', 'Photography', 'Happy']","['Person', 'Clothing']"
800,07895.png,"the feeling of dry skin be like
","['Face', 'Hair', 'Facial expression', 'Skin', 'Nose', 'Head', 'Chin', 'Forehead', 'Eyebrow', 'Cheek']","['Person', 'Clothing']"
801,07912.png,"european rats in the 15th century
i'm about to end man
","['Adaptation', 'Wildlife', 'Photo caption', 'Organism', 'Rat', 'Grasshopper mouse', 'Marsupial', 'Possum', 'Muridae', 'Common opossum']","['Mouse', 'Mouse', 'Animal', 'Animal', 'Animal', 'Mouse']"
802,07915.png,"they're just like eggs better when beaten well
","['Face', 'Hair', 'Eyebrow', 'Cheek', 'Skin', 'Nose', 'Lip', 'Facial expression', 'Forehead', 'Head']",['Person']
803,07916.png,"theleft will never condemn sharia law
the muslim vote matters more to them
than preserving the constitution
","['Face', 'Head', 'Skin', 'Forehead', 'Photo caption', 'Human', 'Adaptation', 'Smile', 'Photography', 'Child']","['Person', 'Scarf']"
804,07924.png,"when you've accepted your sexual preferences
and are happy with your life now
","['Emoticon', 'Facial expression', 'Smile', 'Smiley', 'Text', 'Icon', 'Eye', 'Font', 'Happy', 'Organism']",['Hat']
805,07926.png,"lisa page admits obama's doj
ordered fbi not to charge
hillary clinton in email scandal.
hii'm barrack obama
and my ass is grass
","['Media', 'Photo caption', 'Internet meme', 'White-collar worker', 'Job']","['Person', 'Person', 'Top', 'Person', 'Person', 'Tie', 'Outerwear', 'Person', 'Clothing']"
806,07931.png,"howibilack people
THA HACK MAN's LAMENT.
OW
CH
became christians
","['Cartoon', 'Poster', 'Vintage advertisement', 'Photo caption', 'Humour']","['Hat', 'Hat', 'Person', 'Person', 'Person']"
807,07935.png,"""did you know princess diana had
dandruff?""
""oh yes, yes, they found her head
and shoulders on the dashboard""
","['Photo caption', 'Headgear', 'Font', 'Photography', 'Event', 'Smile', 'Cap', 'Internet meme', 'Media', 'Child']","['Hat', 'Necklace', 'Person', 'Hat', 'Person', 'Person', 'Sun hat', 'Person', 'Hat']"
808,07956.png,"when you find out
there's an opening for
the role of chewbacca
","['Talent show', 'Performance', 'Music artist', 'Singer', 'Event', 'Performing arts', 'Formal wear']","['Person', 'Dress']"
809,07965.png,"whites without blacks
blacks without whites
","['Adaptation', 'Font', 'Photography', 'Architecture', 'Building', 'Photo caption', 'Residential area', 'House', 'World', 'Facade']","['Building', 'Building', 'Building', 'Window', 'Door']"
810,07968.png,"ernie mocks tyrone's lack of a
father in front of the whole class
","['Child', 'Sitting', 'Human', 'Photo caption', 'Furniture', 'Room', 'Neck', 'Toddler', 'Happy', 'Textile']","['Jeans', 'Top', 'Person']"
811,07983.png,"did we run out of gas ?
someone get out and push
","['Inflatable boat', 'Water transportation', 'Natural environment', 'Boat', 'Vehicle', 'Adaptation', 'Marine mammal', 'Raft', 'Recreation', 'Team']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person', 'Clothing', 'Clothing']"
812,07984.png,"we are not a rich nation but we
know better than to tolerate islam
so i you have ever wanted to
visit africa, keep amgola in mind
","['Fashion', 'Yellow', 'Fashion design', 'Electric blue', 'Fun', 'Dress', 'Photo caption', 'Performance', 'Fashion show']","['Person', 'Person', 'Dress', 'Tiara']"
813,08125.png,"manual trannN
automatic tranny
al
rebuilt tranny
","['Product', 'Font', 'Photography', 'Vehicle', 'Advertising', 'Fashion accessory', 'Brand']","['Watch', 'Person', 'Watch', 'Clothing', 'Watch', 'Belt', 'Watch', 'Top', 'Watch', 'Watch']"
814,08126.png,"kenyan
shit
","['Rock', 'Human', 'Outerwear', 'Font', 'Neck', 'Suit']","['Person', 'Shirt', 'Clothing', 'Food']"
815,08134.png,"mark zuckerberg
approves!
","['Text', 'Photo caption', 'Joint', 'Leg', 'Yoga', 'Physical fitness', 'Font', 'Exercise', 'Stretching']","['Person', 'Scarf']"
816,08137.png,"cannibalism
","['Insect', 'Mantis', 'Mantidae', 'Invertebrate', 'Grasshopper', 'Organism', 'Pest', 'Cricket', 'Macro photography', 'Cricket-like insect']",['Insect']
817,08146.png,"i am a gamer
not pecause i don't have a life
but because i hate women and minorities
Eone
","['Photo caption', 'Font', 'Photography', 'Technology', 'Media', 'Electronic device', 'Gadget', 'Multimedia']","['Person', 'Person', 'Headphones']"
818,08147.png,"when you are back
home from cheating
","['Vertebrate', 'Dog breed', 'Dog', 'Mammal', 'Canidae', 'Boxer', 'Photo caption', 'Snout', 'Carnivore', 'Olde english bulldogge']",['Dog']
819,08162.png,"on my way to daycare got me like
","['Face', 'Forehead', 'White', 'Chin', 'Cheek', 'Head', 'Nose', 'Neck', 'Eyebrow', 'Skin']","['Person', 'Clothing']"
820,08163.png,"i told my gay friend.thatican turn
fruits in to vegetables and he told me
to prove it
so i pushed him off a
balcony
","['Tiger', 'Wildlife', 'Vertebrate', 'Terrestrial animal', 'Bengal tiger', 'Mammal', 'Siberian tiger', 'Felidae', 'Whiskers', 'Photo caption']","['Tiger', 'Animal']"
