,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
587,948,76534.png,1,saddle up boys!!! time too play cowboys,"saddle up boys!
time too play cowboys
","['Horse', 'Grassland', 'Trail riding', 'Steppe', 'Ranch', 'Ecoregion', 'Wrangler', 'Organism', 'Friendship', 'Rein']","['Horse', 'Person', 'Horse', 'Person', 'Dog', 'Clothing', 'Clothing', 'Person']",saddled upped boys time too play cowboys,0,5
588,950,35602.png,1,"""we asked 100 normal people what do you associate with islam?"" terrorism 28 paedophilia 25 hate preaching 20 unwelcome invaders 10 excessive breeders 7 goat fuckers 5 i think the missing answer is peace? if it's there i'll give you money myself","""we asked 100 normal people
what do you asSOciate with islam?""
SEXTING/TEXTING 71
terrorism 28
paedophilia 25
hate preaching 20
unwelcome invaders 10
excessive breeders 7
goat fuckers 5
li think the missingansweris peace?
if it's there ill give you money myself
FA
","['Talent show', 'Stage', 'Television program', 'Karaoke', 'News']","['Pants', 'Top', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Top', 'Dress']",we ask normal people what do you associate with islam terrorism paedophilia hate preaching unwelcome invader excessive breeder goat fucker lith ink the missing answer is peace if it hap there ills give you moneys myself,1,2
589,951,71845.png,0,"finds ringtone that says ""amen"" no longer has to silence phone in church service","finds ringtone that says ""amen""
40>
no longer has to silence phone in
church service
","['People in nature', 'Child', 'Toddler', 'Skin', 'Nose', 'Photo caption', 'Happy', 'Blond', 'Child model', 'Summer']","['Person', 'Clothing']",finds ringtone that says the man no longer had to silences phoned in church service,1,2
590,952,13460.png,0,cute female amputee,"LANGLY
LANGLY
HANHAI
STUDIO
H HANHAI
STUDIO
H
Avalable on
iTunes
Avalable on
iTunes
ilm LA
LA
Fil
HOLLYWOOD
FILM FESTIVA
HOLLYWOOD
FILM FESTIVAL
SHORTSD
SH
HD
H HANHAI
STUDIO
Film LA
Film
LANGLY
LY
LA
SHORTSD
Aule on
iTunes
SHO
HOLLYWOOD
FILM FESTIVAL
HOLLYW
FILM
LANGLY
iTunes
H HANHAI
iTuna
H HAN
HOLLYWOOD
FILMIEESTIVAL
cute female
amputee
Film
Film
","['Red carpet', 'Clothing', 'Carpet', 'Dress', 'Fashion', 'Cocktail dress', 'Premiere', 'Shoulder', 'Flooring', 'Fashion design']","['Person', 'Dress', 'Person', 'Shoe']",lang lang han studio h han studio h a val able on itunes a val able on itunes ilm la la fil hollywood film fest iva hollywood film festival short d shh d h han studio film la film lang lyly la short d aule on itunes hollywood film festival holly w film lang itunes h han it una h han hollywood film est i val cute female amputee film film,0,5
591,955,84317.png,0,when you're broke af but still gotta buy christmas gifts,"when you're broke af
but still gotta buy christmas gifts
","['Document', 'Job', 'Employment', 'Learning', 'Diploma', 'Paper', 'Management']","['Person', 'Luggage & bags', 'Outerwear']",when you are broke as but still got to buy christmas gift,0,5
592,956,14507.png,1,when your history teacher starts talking about the holocaust '',"when your history teacher
staris talking about the holocaust
","['Facial expression', 'Text', 'Photo caption', 'Cheek', 'Friendship', 'Fun', 'Conversation', 'Mouth', 'Photography', 'Neck']","['Person', 'Person', 'Top', 'Top']",when your history teacher star is talking about the holocaust,1,5
593,958,85967.png,0,that face you make when you smell something funny,"that face you make
when you smell
something funny
","['Face', 'Hair', 'Forehead', 'Nose', 'Chin', 'Head', 'Eyebrow', 'Internet meme', 'Cheek', 'Photo caption']","['Person', 'Clothing']",that face you make when you smelt something funny,0,5
594,962,36814.png,0,he didn't let his disability hold him back,"he didn't let his disability hold him back
","['Disabled sports', 'Recumbent bicycle', 'Bicycle wheel', 'Wheelchair sports', 'Vehicle', 'Wheelchair racing', 'Wheelchair', 'Bicycle pedal', 'Bicycle', 'Bicycle part']","['Bicycle wheel', 'Tire', 'Person', 'Bicycle', 'Bicycle helmet', 'Person']",he did not let his disability hold him back,0,5
595,963,05917.png,1,stephen hawking reincarnated as a chair,"stephen hawking
reincarnated as a chair
","['Office chair', 'Chair', 'Furniture', 'Leather', 'Material property', 'Armrest', 'Plastic']",['Chair'],stephen hawks reincarnated a a chairing,1,5
596,965,01749.png,0,so then we told them cannabis is dangerous and pharmaceuticals are good for you,"so then we told them
cannabis is dangerous and
pharmaceuticals are good for you
","['People', 'Event', 'Photo caption', 'Community', 'Font', 'Media', 'Photography', 'Conversation', 'Gesture']","['Tie', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Outerwear']",so then we told them cannabis is dangerous and pharmaceuticals is good for you,1,5
597,966,43798.png,0,when instagram notifies you that someone is going live the fuck that gotta do with me,"when instagram notifies you that
someone is going live
the fuck that gotta do with me
","['Photo caption', 'Album cover', 'Photography', 'Gesture']","['Person', 'Suit', 'Tie', 'Furniture', 'Pillow']",when in stags rams notifies you that someone is going live the fuck that got to do with me,1,5
598,967,18254.png,0,i made a website for orphans it doesn't have a home page,"i made a website for orphans
it doesn't have a home page
","['Pink', 'Text', 'Asphalt', 'Photo caption', 'Font', 'Photography', 'Adaptation', 'Happy', 'Road', 'Child']","['Person', 'Outerwear', 'Shoe', 'Person']",i made a website for orphaned it does not have a home page,1,5
599,968,16548.png,0,"""did you sleep well?"" ""like god during the holocaust""","""did you sleep
well?""
""like god during the
holocaust""
","['Photo caption', 'Text', 'Font', 'Morning', 'Human', 'Comfort', 'Sleep', 'Nap', 'Photography', 'Furniture']","['Person', 'Jeans', 'Top', 'Mobile phone', 'Furniture']",did you sleep well like god during the holocaust,1,5
600,974,15638.png,0,when you have scented pokeballs,"when you have scented
pokeballs,
","['Watermelon', 'Melon', 'Citrullus', 'Cucumber, gourd, and melon family', 'Fruit', 'Plant', 'Adaptation', 'Food', 'Organism', 'Figleaf gourd']",['Watermelon'],when you have scented pokes balls,1,5
601,978,67091.png,0,"yeah bitches 6,000,000 kill streak","yeah bitches
6,000,000 kill streak
","['Grassland', 'Natural environment', 'Mode of transport', 'Farm', 'Morning', 'Vehicle', 'Prairie', 'Field', 'Grass', 'Adaptation']",['Car'],yeah bitches kill streaking,1,5
602,979,78052.png,0,face of terrorism in us,"face of terrorism in us
","['Pollution', 'Smoke', 'Industry', 'Factory', 'Human settlement', 'City', 'Sky', 'Explosion', 'Cloud', 'Atmosphere']","['Building', 'Building', 'Building', 'Building', 'Building', 'Building']",faces of terrorism by u,1,5
603,980,79623.png,0,when the whole family wants to go on the party boat,"when the whole family wants
to go on the party boat
","['Water transportation', 'Inflatable boat', 'Boat', 'Vehicle', 'Boating', 'Transport', 'Recreation', 'Waterway', 'Team', 'Watercraft']","['Person', 'Boat', 'Person', 'Person']",when the whole family wants to go on the party boat,1,5
604,981,82940.png,0,sea monkeys,"sea monkeys
","['Sea otter', 'Adaptation', 'Fur seal', 'Photo caption', 'Otter', 'Marine mammal']",['Animal'],seas monkeying,0,5
605,982,39640.png,1,michael you can afford it,"michael
you can afford it
","['Wheel', 'Material property', 'Auto part', 'Mouth', 'Photography', 'Neck', 'Duct tape', 'Logo', 'Fashion accessory', 'Lace wig']","['Person', 'Clothing']",michael you can afford it,1,5
606,983,81207.png,0,years ago slaves would be used for farming,"years ago slaves would be used
for farming
","['Cartoon', 'Poster', 'Fictional character', 'Humour', 'Photo caption', 'Illustration']","['Person', 'Person', 'Person', 'Hat', 'Jeans', 'Clothing', 'License plate']",years ago slaves would be used for farmed,0,5
607,984,73198.png,0,"i told on you, she's pissed","i told on you,
she's pissed
","['Mammal', 'Facial expression', 'Photo caption', 'Friendship', 'Primate', 'Skin', 'Snout', 'Human', 'Organism', 'Adaptation']","['Person', 'Person']",i tell to you she was pissing,1,3
608,987,14690.png,0,showing the kids you can do it too,"showing the kids
you can do itto0
","['People', 'Youth', 'Community', 'Photo caption', 'Event', 'Internet meme', 'Cool', 'Photography', 'Crowd', 'Dance']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Pants', 'Dress', 'Person']",show a kids you can do it to,1,4
609,988,40916.png,1,my president sitting with a traitor and his tranny wife,"my president sitting with a
traitor and his tranny wife
","['People', 'Event', 'Speech', 'Audience', 'Government', 'Photo caption', 'Speaker', 'Crowd', 'Public speaking', 'Official']","['Tie', 'Person', 'Tie', 'Tie', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",my president sittings with a traitor and his tran my wife,1,5
610,989,03162.png,0,recruiter added me on linkedin so i guess things are getting pretty serious,"recruiter added me on linkedin
soiguess things are getting-pretty serious
PEI
","['Photo caption', 'Photography', 'Font', 'Media', 'Happy', 'Conversation']","['Person', 'Person']",recruiter added me on link to so i guess things is getting pretty serious pei,1,5
611,990,38162.png,0,"when your teenager ""cleans his room","when your teenager
""cleans his room
","['Drinkware', 'Beaker', 'Cup', 'Glass', 'Tableware', 'Drink', 'Mug']","['Tableware', 'Tableware', 'Tap', 'Tableware', 'Tableware', 'Tableware', 'Tableware', 'Packaged goods']",when your teenager cleaned his room,1,5
612,994,40627.png,1,look mommy. that woman on tv is wearing my diaper on her head... it's okay honey. she has shit for brains,"look mommy. that woman on tu
is wearing my diaper on her head.
it s okay honey. She has shit lor brains
","['Photo caption', 'Internet meme', 'Human', 'Adaptation', 'Photography', 'Tree', 'Plant', 'Happy']","['Person', 'Hat', 'Person', 'Necklace', 'Person', 'Outerwear']",looks mommy that woman on tu is wearing my diaper on her head it o.k.'s honey she has shits l or brained,1,5
613,995,84276.png,0,when i grow up i want to be a scientist,"when i grow up
i want to be a scientist
","['Technology', 'Photography', 'T-shirt', 'Photo caption', 'Auto part', 'Leisure', 'Advertising']","['Person', 'Clothing']",when i grow up i want to be a scientist,0,5
614,996,16053.png,0,all these flavors and you choose to be salty,"all these
flavors
and you choose to be
salty
","['Nose', 'Photo caption', 'Photography', 'Eating', 'Drinking']","['Person', 'Person', 'Person', 'Person', 'Top', 'Top', 'Clothing']",all these flavors and you choose to be saltier,1,5
615,997,67983.png,1,burn them all that's my girl,"burn them all
that's my girl
","['Forehead', 'Poster', 'Photo caption', 'Font', 'Album cover', 'Photography', 'Movie']","['Clothing', 'Person']",burns them all that is my girl,1,5
616,999,84295.png,1,when you come home early and catch your 5th son from 3rd wife in an objectionable position with your favoutrite goat,"when you come home early and
catch your 5th son from 3rd wife
STAR
in an objectionable position
with your favoutrite goat
","['People', 'Photo caption', 'Internet meme', 'Photography', 'Team']","['Person', 'Person', 'Person', 'Pants', 'Footwear', 'Person', 'Person', 'Person', 'Hat', 'Top']",when you come home early and catch your nth son on rd wife star in an objectionable position with your fag out rite goat,1,5
617,1000,72658.png,0,i'm not sorry,"TV
LA
TV
LAND
AW
LAND
WARDS
AMARDS
TV
'V
LAND
ND
ARDS
ANARDS
i'm not
JEsorry
TV
Son
LAND
","['Suit', 'Formal wear', 'Font', 'Tuxedo', 'Tie', 'White-collar worker', 'Style']","['Bowtie', 'Person', 'Shirt']",i is not sorriest,0,5
618,1002,13209.png,1,"when you get arrested and the cop says ""you have the right to remain silent"" but you're happy because finally you have a right","when you get arrested
and the cop says
""you have the right to remain silent""
but you're happy because
finally you have a right
","['Text', 'Head', 'Nose', 'Photo caption', 'Eye', 'Font', 'Human', 'Organism', 'Photography', 'Headgear']","['Hat', 'Person']",when you get arrested and the cop says you have a right to remain silent but you are happy because finally you have the right,1,2
619,1003,81390.png,0,the face she makes when you hit the g-spot,"the face she makes
when you hit the g-spot
","['Goat', 'Goats', 'Vertebrate', 'Mammal', 'Goat-antelope', 'Cow-goat family', 'Livestock', 'Feral goat', 'Snout', 'Organism']",['Goat'],Face she makes when you hit the g spot,1,5
620,1006,86075.png,1,"everyone told me ''he is gonna leave""","everyone told me
""he is gonna leave""
","['Friendship', 'Photo caption', 'Happy', 'Interaction', 'Adaptation', 'Love', 'Grass', 'Romance', 'Mouth', 'Photography']","['Person', 'Clothing']",everyone told me he was going to leave,0,5
621,1009,80165.png,0,look! johnny knoxville! it's ba'am!,"look! johnny knoxville!
it's ba'am!
","['Performance', 'Music artist', 'Duet', 'Event', 'Musician', 'Performing arts', 'Singer', 'Musical ensemble', 'Singing', 'Stage']","['Jeans', 'Person', 'Person', 'Person', 'Jeans', 'Necklace', 'Pants', 'Top', 'Person', 'Belt']",looks johnny knoxville it han ba be,0,5
622,1012,08349.png,1,"honor killings are part of our culture well then, it will be my honor to kill you all","honor killings are
part of our culture
well'then, it will be my
honor to kill yõu all
","['Facial expression', 'Internet meme', 'Photo caption', 'Forehead', 'Media', 'Muscle', 'Photography', 'Movie']","['Person', 'Person', 'Person', 'Clothing', 'Clothing']",honor killing is part of our culture well then it will be my honor to kill you all,1,2
623,1020,35402.png,1,wax on whacks off,"wax on
whacks off
","['Arm', 'Neck', 'Hand', 'Tie', 'Photography', 'Photo caption', 'Seat belt', 'Fashion accessory', 'Gesture']","['Bowtie', 'Person', 'Person', 'Shoe']",waxes to whack off,1,1
624,1022,85743.png,0,"yea, if you could go ahead and explain memes that'd be great!","yea, if you could go
ahead and explain memes
that'd be great!
","['Photo caption', 'Internet meme', 'Forehead', 'Photography', 'Media', 'Suit']","['Tie', 'Person', 'Glasses']",yeas if you could go ahead and explain memes that would be great,1,5
625,1025,74513.png,1,you can hide but you can't run,"you can hide but
you can't run
","['Photo caption', 'Job', 'Photography', 'Child', 'Medical assistant']","['Person', 'Person', 'Clothing']",you can hide but you can not run,1,5
626,1026,69348.png,0,"here's a simple grammar question leeroy! ""what comes between two intimate and independent clauses?"" a semicolon","here's a simple grammar question leeroy!
""what comes between two intimate
and-independent clauses?
a semicolon
","['Community', 'Classroom', 'Youth', 'Learning', 'Private school', 'Room', 'School', 'Child', 'Photo caption', 'Photography']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Clothing', 'Clothing']",here as a simple grammars question lee roy what comes between two intimates and independent clauses a semicolon,1,5
627,1027,74062.png,0,"is a mental illness. being transgender it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy","being transgender is a mental illness.
it's a rejection of reality,
leads to anxiety, depression
and in Some cases seli-mutilation and/or suicide.
that's nothealthy
","['Product', 'Job', 'Photo caption', 'Font', 'Photography', 'Adaptation', 'Employment', 'Happy']","['Person', 'Houseplant']",being transgender is a mental illness it is a rejection of reality leading to anxiety depression and in some cases s eli mutilation and or suicide that is not healthy,0,1
628,1028,39815.png,0,they violated human rights,"they violated
human rights
","['Text', 'Font', 'Adaptation', 'History', 'Team', 'Photo caption']",['Person'],they violate human rights,1,3
629,1032,67183.png,1,"jesus take the wheel. carlos, you take the stereo. and i'll take lookout","SureelA.b
jesus take the wheel.
Alterative
SourcelA.com
1OWEN
carlos, you take the stereo.
and i'll take lookout
","['Eyewear', 'Photo caption']","['Person', 'Necklace', 'Sunglasses', 'Person', 'Person', 'Pants', 'Belt']",jesus take the wheeled carlos you take the stereos and i will take lookout,1,5
630,1033,45037.png,1,i caught my goat cheating on me!,"i caught my goat
cheating on me!
","['Photo caption', 'Forehead', 'Human', 'Photography', 'Font', 'Humour', 'Internet meme', 'Gesture', 'Facial hair', 'Smile']","['Person', 'Person', 'Clothing', 'Clothing', 'Top']",i caught my goat cheating on me,1,2
631,1035,04591.png,0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism,"rep. ilhan omar: 9/11 was
'some people did something'
here's your
something
2977 eonle dead by terrorism
","['Explosion', 'Heat', 'Event', 'Geological phenomenon', 'World', 'Photo caption']",[],rep ilh an omar wad some people did something here s your something ogle dead of terrorism,0,4
632,1036,36985.png,0,okay now make sure to get my good side,"okay now make sure
to get my yood side
","['Poster', 'Headgear', 'Photography', 'Photo caption']","['Hat', 'Hat', 'Person', 'Clothing']",okay now make sure to get my good side,1,3
633,1038,71245.png,1,not sure if i should steal or purchase with food stamps,"not sure if i should steal or
Aut
niseks
Naksimiseis
purchase with food stamps
","['Convenience store', 'Retail', 'Product', 'Building', 'Supermarket', 'Grocery store', 'Shelf', 'Aisle', 'Service', 'Room']","['Refrigerator', 'Furniture']",not sure if i should steal or jut nisei naksi mise is purchased with food stamp,1,5
634,1039,05372.png,0,"healthcare is a right and the government should pay for it guns are a right, should the government pay for them too?","healthcare is a kightand the
IR BERNIE SHNUERS
government should pay for it
guns are a right, should the
government pay for them too?
","['Photo caption', 'Font', 'Photography', 'Media', 'Advertising', 'Manager']","['Person', 'Person', 'Person', 'Tie', 'Glasses']",healthcare is a right and their bernie government should pay for it guns is a right should the government pay for them too,1,4
635,1040,36478.png,0,where's the chex mix,"where's the chex mix
","['Food', 'Dish', 'Cuisine', 'Ingredient', 'Baked goods', 'Flatbread', 'Finger food', 'Snack', 'Recipe', 'Bread']","['Dessert', 'Food', 'Dessert', 'Snack', 'Dessert', 'Dessert', 'Dessert', 'Baked goods']",wheres is a che a mix,0,5
636,1042,82346.png,0,my goal for 2018 is to accomplish the goals of 2017 which i hould have done in 2016 because i promised them in 2014and planned them in 2013,"my goal for 2018
is to accomplish the goals of 2017
which i hould have done in 2016 because i promised
them in 2014and planned them in 2013
","['Facial expression', 'Text', 'Photo caption', 'Forehead', 'Font', 'Cheek', 'Child', 'Smile', 'Internet meme', 'Photography']","['Clothing', 'Person']",my goal of is to accomplish the goal of which i would have done in because i promised them in and planned them in,1,5
637,1044,75380.png,1,i hate christians  they all make generalizations about people,"i hate
christians
they all make
NOT
generalizations (ONSENT
about people
","['Hair', 'Nose', 'Hairstyle', 'Black hair', 'Human', 'Photo caption', 'Font', 'Mouth', 'Photography', 'Tattoo']","['Person', 'Clothing']",i hate christian they all make not generalizations to sending to peopled,0,2
638,1046,34178.png,0,"ay man, how ya been?","ay man, how ya been?
","['People', 'Facial expression', 'Photo caption', 'Smile', 'Fun', 'Photography', 'Happy', 'Font', 'Adaptation', 'Event']","['Person', 'Person', 'Clothing', 'Clothing']",nay man hows yah are,1,5
639,1047,71046.png,1,ever tried african food? niether have they,"ever tried afričan food?
niether have they
","['People', 'Child', 'Adaptation', 'Photo caption', 'Crowd', 'Smile', 'Photography', 'Black-and-white']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing', 'Person', 'Person']",ever try the fri a food nix ethers have they,1,4
640,1048,74190.png,0,football season is once again upon us my brothahs can i get an amen?!,"football season is once
again upon us my brothahs
can i get an amen?!
","['Squirrel', 'Organ Mountains Chipmunk', 'Grey squirrel', 'ground squirrels', 'Photo caption', 'Fox squirrel', 'Eastern chipmunk', 'Adaptation', 'Wildlife', 'Chipmunk']",['Squirrel'],footballs season is once again upon us my broths ohs can i get an amen,1,2
641,1052,75096.png,0,i'm not saying you're retarded but you're retarded,"i'm not saying
you're retarded
butyou're retarded
","['Music artist', 'Spokesperson', 'Photo caption', 'Speech', 'Forehead', 'Song', 'Human', 'Media', 'Singing', 'Facial hair']","['Microphone', 'Person', 'Clothing']",i is not saying you are retarded but you re retarded,1,5
642,1053,78064.png,1,original black friday sale,"original
black friday sale
","['Album cover', 'Poster', 'Font', 'Movie', 'Photo caption', 'Pilgrims']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Clothing']",original black friday sale,0,3
643,1056,09352.png,1,they will soon be extinct,"they will soon be extinct
","['People', 'Event', 'Parade', 'Fun', 'Festival', 'Public event', 'Leisure', 'Smile', 'Style']","['Person', 'Person', 'Scarf', 'Person', 'Pants', 'Luggage & bags']",they will soon be extinct,1,1
644,1057,43650.png,0,that feeling when you get home and you can finally poop,"that feeling when you get home
and you can.finally poop
","['Forehead', 'Text', 'Chin', 'Photo caption', 'Jaw', 'Internet meme', 'Smile', 'Photography', 'Media', 'Tooth']","['Person', 'Clothing']",that feel when you get home and you can finally poop,1,5
645,1059,81293.png,0,a black man invention,"a black maninvention
","['Wood', 'Hardwood', 'Floor', 'Lumber', 'woodworking', 'Table', 'Flooring', 'Plywood', 'Wood stain']",['Drill'],the blackest man invention,0,3
646,1060,38495.png,1,it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs',"it didnit happen because of
the actions of one man
it happened because of people who were
justdoing their jobs
","['Motor vehicle', 'Vehicle', 'Car', 'Troop']","['Person', 'Person', 'Person', 'Clothing', 'Clothing', 'Person', 'Person', 'Clothing', 'Person', 'Wheel']",it did nit happen because of the actions of one man it happened because of people who were just doing their job,1,3
647,1062,43657.png,1,two muslims walk into a bar boom boom!!,"two muslims walk
into a bar
boom boom!!
","['Junk food', 'Photography', 'Cuisine', 'Vegetarian food', 'Photo caption', 'Finger food', 'Dish', 'Food', 'Fast food']","['Person', 'Scarf', 'Pants', 'Person', 'Scarf']",two muslim walk into a bar boomed boomed,1,2
648,1063,76810.png,0,"this is adam schiff -democrat- house intelligence chairman, on record to have seen overwhelming evidence mueller report delivered 3/22/19 of collusion why more investigations? just ask this clown for what, exactly, he has seen","this is adam schiff
-democrat-
house intelligence chairman,
on record to have seen
overwhelming evidence
of collusion
mueller report
delivered 3/22/19
why more învestigations?
just ask this clown for what,
exactly, he has seen
","['Text', 'Photo caption', 'Job', 'Font', 'Adaptation', 'Official', 'Photography', 'Media', 'Employment']","['Flag', 'Person', 'Packaged goods']",this is adam sch if f democrats house intelligence chairman on record to have seen overwhelming evidence of collusion mueller report delivered why more nv est i gat ion just ask this clown for what exactly he has seen,1,5
649,1064,06412.png,1,when you eat your rehab romance booty in the laundry room but she's day 3 sick,"when you eatyour rehab romance
booty in the laundry room but
she's day 3 sick
","['Photo caption', 'Font', 'Adaptation', 'Photography']","['Person', 'Person', 'Clothing', 'Clothing', 'Top']",when you eat your rehab romances booty in the laundry room but she is day sick,1,5
650,1066,45389.png,1,when your dad goes off to do his suicide bombing fuck your sister and it's your turn to and your mother,"when your dad goes off
to do his suicide
bombing
ANT
FREEN
NIGH PEED
fuck your sister
and it's your turn to
and your mother
","['Text', 'Photo caption', 'Font', 'Photography']","['Pants', 'Person', 'Outerwear']",when your dad goes off to do his suicide bombing ant frees a nigh peeing fuck your sister and it is your turn on and your mother,1,2
651,1067,08569.png,0,weekend friendship brunch date,"weekend friendship brunch date
","['Human', 'Photo caption', 'Adaptation', 'Photography', 'Conversation']","['Scarf', 'Person', 'Scarf', 'Person', 'Pants', 'Pants', 'Luggage & bags', 'Luggage & bags', 'Top']",weekend friendship brunches date,0,5
652,1068,81260.png,1,"the ink pen has always been one of the most deadliest weapons of the caucasian with it he can sign your life away to poverty, prison, and slavery","the ink pen tL
has always been
one of the most deadliest weapons
of the caucasian
with it
he can sign your life away
to poverty, prison, and slavery
","['Text', 'Font', 'Photo caption', 'History', 'Team', 'Games']","['Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",Ink pen to has always been one of the most deadly weapons of the caucasian with it he can sign your life away from poverty prison and slavery,0,5
653,1069,37260.png,0,need for speed: africa,"need for speed: africa
","['Vertebrate', 'Lion', 'Terrestrial animal', 'Mammal', 'Masai lion', 'Wildlife', 'Felidae', 'Photo caption', 'Big cats', 'Organism']","['Lion', 'Lion', 'Lion']",needs at speeded africa,1,5
654,1070,04827.png,1,me: puts bag of popcorn into the microwave every one else at the senior center:,"me: puts bag of popcorninto the microwave
VIETNAM
VETERAN
every one else at the senior center:
","['Photo caption', 'Internet meme', 'Facial hair', 'Beard', 'Photography', 'Cap', 'Moustache', 'Veterans day']","['Hat', 'Person']",me put bag of popcorn into the microwave vietnam veteran every one else at the senior center,1,5
655,1071,09215.png,0,me: wanna watch porn or golf? her: porn. you already know how to golf,"me wanna watch porn or golf?
her: porn. you already know how to golf
","['Couch', 'Fun', 'Friendship', 'Conversation', 'Photo caption', 'Sitting', 'Furniture', 'Interaction', 'Happy', 'Comfort']","['Person', 'Person', 'Couch', 'Top', 'Pillow', 'Person']",me want to watch porn or golf her porn you already know how to golf,1,5
656,1072,38752.png,0,"here's to you obama, your transgender agenda helped me fish out all the mentally ill on my friends list","here's to you obama, your transgender agenda
ОВАМА
PRIDE
PRIDE BARACKORAMA.CO
НОРЕ
helped me fish outall thementallyill on my friends list
","['People', 'Crowd', 'Protest', 'Event', 'Public event', 'Community', 'Demonstration', 'Social work', 'Rebellion', 'Photo caption']","['Person', 'Person', 'Person', 'Flag', 'Person', 'Person', 'Person', 'Person', 'Person', 'Person']",here a to you obama your transgender agenda pride pride barack or be a help me fish out all the mentally ill on my friend list,1,1
657,1073,85290.png,0,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?","imarried my brother
to commit
immigration fraud
this makes her an illegal
alien, ineligible for
Congress and deportable!
ice, where are you?
","['Turban', 'Dastar', 'Photo caption', 'Headgear', 'Smile']","['Hat', 'Person', 'Clothing', 'Person']",i married my brother to commit immigrations fraud this make her an illegal alien ineligibles for congressed and deportable iced where are you,0,2
658,1075,06547.png,1,hide and seek european champion  1942-1944,"hide and seek european champion
1942 1944
","['Hair', 'Eyebrow', 'Smile']","['Person', 'Clothing']",hidden and seek european championing,1,4
659,1077,42715.png,0,groom excited on his wedding day,"groom excited
on his wedding day
","['Font', 'Photography', 'Photo caption', 'Team', 'Plant']","['Person', 'Person', 'Person', 'Person', 'Clothing', 'Person', 'Coat', 'Person', 'Furniture', 'Furniture']",groom excited on his wedding day,1,4
660,1079,73956.png,0,"i just got out of church... just kidding, i'm not that fucking retarded.","i just got out of church. just kidding.
i'm not that fucking retarded.
","['People', 'Photo caption', 'Community', 'Adaptation', 'Fun', 'Human', 'Conversation', 'Sharing', 'Organism', 'Photography']","['Person', 'Person', 'Pillow', 'Person', 'Pillow', 'Tableware', 'Coffee cup', 'Necklace', 'Clothing']",i just got out of church just kidding i am not that fucking retarded,0,2
661,1081,86135.png,0,need a job? the democrat party is hiring no experience or intelligence required,"need a job? the
democrat partyis hiring
no experience or
intelligence reguired
","['Fashion', 'Photo caption', 'Event', 'Internet meme', 'Photography', 'Fun', 'Media', 'Style']","['Person', 'Outerwear', 'Person', 'Person', 'Outerwear', 'Scarf', 'Pants', 'Skirt', 'Pants', 'Luggage & bags']",need a job the democrats party is hiring no experience or intelligence reg ui reds,1,5
662,1082,41263.png,0,its national hebrew day go pick up a hot jewish girl,"its national hebrew day
go pick up a hot jewish girl
","['Photo caption', 'Forehead', 'Interaction', 'Love', 'Photography', 'Fun', 'Romance', 'Kiss', 'Headgear', 'Gesture']","['Person', 'Person', 'Person', 'Hat', 'Clothing']",it national hebrew day go pick up a hot jewish girl,1,3
663,1083,15847.png,0,cheers to all my haters! be patient. so much more is coming,"cheers to all my haters!
be patient.
so much more is coming.
","['Product', 'Photo caption', 'Gesture']","['Hat', 'Person', 'Shoe', 'Person', 'Person', 'Person', 'Person', 'Jeans', 'Hat', 'Pants']",cheer to all my hater be patient so much more is coming,1,5
664,1084,82539.png,1,muslims in 2001 defund homeland security! muslim in congress 2019,"muslims in 2001
defund homeland security!
muslim in congress 2019
","['Adaptation', 'Team']","['Person', 'Person', 'Scarf', 'Person', 'Person', 'Top']",muslim to de funded homelands security muslim in congressed,1,5
665,1085,04912.png,1,immigrantswave our flag invaders wave their own,"immigrantswave our flag
invaders wave their own
","['Photo caption', 'Photography', 'World']","['Hat', 'Hat', 'Person', 'Person', 'Person']",immigrants waved our flagging invader waves their own,1,4
666,1086,34910.png,0,i want to be inside your lady garden gnomesaying?,"iwantto be inside
your lady garden
gnomesaying?
","['Tree', 'Photo caption', 'Adaptation', 'Plant', 'Fictional character', 'Humour', 'Lawn ornament']",['Squash'],i want to be inside your lady garden gnome saying,0,5
